MarketingStatusID	ApplNo	ProductNo
3	021222	001
3	021222	002
3	021223	001
1	021223	002
1	021223	003
3	021224	001
1	021225	001
3	021226	001
1	021227	001
1	021227	002
1	021228	001
1	021228	002
2	021229	001
1	021231	001
1	021231	002
1	021232	001
1	021232	002
1	021232	003
1	021232	004
1	021234	001
3	021235	001
3	021238	001
1	021241	001
1	021243	001
3	021246	001
1	021246	002
3	021247	001
3	021248	001
1	021248	002
1	021251	001
3	021252	001
1	021252	002
1	021253	001
1	021254	001
1	021254	002
1	021254	003
1	021256	001
1	021256	002
3	021257	001
1	021258	001
1	021259	001
1	021259	002
1	021259	003
1	021259	004
1	021259	005
1	021259	006
3	021260	001
3	021260	002
3	021260	003
3	021260	004
3	021260	005
3	021260	006
2	021261	001
2	021261	003
1	021262	001
3	021264	001
1	021264	002
1	021265	001
1	021265	002
1	021266	001
1	021266	002
1	021267	001
3	021268	001
3	021268	002
1	021269	001
1	021269	002
3	021271	001
1	021272	001
1	021272	002
1	021272	003
1	021272	004
3	021273	001
3	021273	002
3	021275	001
3	021277	001
1	021278	001
1	021278	002
1	021278	003
1	021279	001
3	021281	001
3	021281	002
2	021282	001
2	021282	002
1	021283	001
1	021283	002
1	021283	003
1	021283	004
1	021284	001
1	021284	002
1	021284	003
1	021284	004
3	021284	005
1	021285	001
1	021286	001
1	021286	003
1	021286	004
1	021287	001
1	021288	001
3	021289	001
1	021290	001
1	021290	002
1	021292	001
1	021292	002
1	021292	003
1	021292	004
1	021292	005
1	021292	006
1	021292	007
1	021292	008
1	021292	009
1	021292	010
1	021292	011
3	021292	012
1	021297	001
1	021299	001
1	021299	002
1	021299	003
1	021299	004
1	021300	001
1	021301	001
1	021301	002
1	021301	003
1	021301	004
1	021301	005
1	021301	006
1	021301	007
1	021301	008
1	021301	009
1	021301	010
1	021301	011
3	021301	012
1	021302	001
1	021303	001
1	021303	002
1	021303	003
1	021303	004
1	021303	005
1	021303	006
1	021304	001
3	021305	002
3	021305	003
3	021305	004
3	021305	005
1	021305	006
1	021305	007
1	021306	001
1	021306	002
1	021306	003
1	021306	004
1	021306	005
2	021307	001
2	021308	001
1	021310	001
1	021312	001
1	021312	002
1	021313	001
1	021314	001
3	021316	001
1	021316	002
1	021316	003
1	021316	004
3	021317	001
3	021318	001
1	021318	002
1	021319	001
3	021320	001
1	021321	001
1	021323	001
1	021323	002
1	021323	003
1	021324	001
2	021330	001
2	021330	002
3	021332	001
1	021332	002
1	021332	003
1	021333	001
1	021334	001
3	021335	001
3	021335	002
1	021336	001
1	021336	002
1	021336	003
1	021337	001
3	021338	001
3	021341	002
3	021341	003
1	021342	001
1	021342	002
1	021342	003
1	021342	004
1	021342	005
1	021342	006
1	021342	007
1	021342	008
1	021342	009
1	021342	010
1	021342	011
1	021342	012
1	021343	001
1	021344	001
1	021345	001
1	021345	002
1	021345	003
1	021345	004
1	021346	001
1	021346	002
1	021346	003
1	021346	004
1	021348	001
3	021350	001
1	021350	002
1	021351	002
1	021355	001
1	021355	002
1	021356	001
1	021356	002
1	021356	003
1	021356	004
1	021357	001
1	021357	002
1	021357	003
1	021357	004
1	021358	001
1	021358	002
1	021359	001
3	021360	001
1	021360	002
1	021361	001
1	021363	001
3	021365	001
1	021366	002
1	021366	003
1	021366	004
1	021366	005
1	021367	001
1	021367	002
1	021368	001
1	021368	002
1	021368	003
1	021368	004
3	021369	001
3	021371	001
1	021372	001
1	021372	002
2	021373	001
2	021374	001
2	021375	001
3	021378	001
1	021379	001
3	021380	001
3	021381	001
3	021381	002
3	021382	001
1	021383	001
3	021384	001
1	021385	001
1	021386	001
3	021387	001
3	021387	002
3	021387	003
3	021387	004
3	021387	005
3	021387	006
1	021388	001
1	021392	001
1	021392	002
1	021392	003
1	021392	004
1	021392	005
1	021392	006
2	021393	001
2	021394	001
1	021395	001
1	021396	001
1	021397	001
1	021398	001
3	021399	001
1	021400	001
1	021400	002
3	021400	003
1	021400	004
1	021402	001
1	021402	002
1	021402	003
1	021402	004
1	021402	005
1	021402	006
1	021402	007
1	021402	008
1	021402	009
1	021402	010
1	021402	011
1	021402	012
3	021406	001
3	021408	001
1	021409	001
3	021410	001
3	021410	002
3	021410	003
3	021410	004
3	021410	005
3	021411	001
1	021411	002
1	021411	003
1	021411	004
1	021411	005
1	021411	006
1	021411	007
1	021411	008
3	021412	001
3	021412	002
3	021415	001
1	021416	001
1	021416	002
1	021416	003
1	021417	001
1	021417	002
1	021419	001
1	021419	002
1	021423	001
1	021424	001
1	021425	001
1	021425	002
3	021425	003
1	021426	001
1	021426	002
1	021426	003
1	021426	004
1	021427	001
1	021427	002
1	021427	004
1	021428	001
1	021428	002
1	021430	001
1	021430	002
1	021430	003
3	021431	001
1	021433	001
1	021433	002
1	021433	003
1	021434	001
1	021434	002
1	021434	003
1	021434	004
3	021435	001
3	021435	002
3	021435	003
1	021436	001
1	021436	002
1	021436	003
1	021436	004
1	021436	005
1	021436	006
1	021437	001
1	021437	002
3	021437	003
1	021438	001
1	021438	002
1	021440	001
1	021440	002
1	021440	003
2	021441	001
3	021443	001
3	021443	002
3	021443	003
3	021443	004
3	021443	005
1	021444	001
1	021444	002
1	021444	003
1	021444	004
1	021444	005
1	021445	001
1	021446	001
1	021446	002
1	021446	003
1	021446	004
1	021446	005
1	021446	006
1	021446	007
1	021446	008
1	021447	001
1	021447	002
1	021447	003
1	021449	001
1	021450	003
1	021450	004
1	021451	001
3	021453	001
3	021453	002
3	021453	003
3	021453	004
1	021454	001
3	021455	001
1	021455	002
1	021456	001
1	021457	001
3	021460	001
3	021460	002
3	021460	003
1	021462	001
1	021462	002
1	021463	001
1	021464	001
1	021464	002
1	021464	003
1	021466	001
1	021466	002
1	021466	003
3	021468	001
1	021468	002
1	021468	003
1	021468	004
1	021470	001
2	021471	001
2	021472	001
3	021473	001
3	021473	002
3	021475	001
3	021475	002
3	021475	003
1	021476	001
1	021476	002
1	021476	003
1	021478	001
1	021479	001
1	021481	001
3	021483	001
1	021484	001
1	021485	001
1	021485	002
1	021485	003
1	021485	004
1	021485	005
1	021485	006
3	021486	001
1	021487	001
1	021487	002
1	021488	001
1	021489	001
3	021490	001
3	021492	001
3	021492	002
1	021493	001
3	021494	001
3	021496	001
1	021497	001
1	021498	001
1	021500	001
2	021501	001
2	021502	001
1	021503	001
3	021504	001
1	021505	001
1	021506	001
1	021506	002
1	021506	003
3	021507	002
3	021507	003
3	021507	004
3	021511	001
3	021511	002
3	021512	001
1	021513	001
1	021513	002
1	021514	001
1	021514	002
1	021514	003
1	021514	004
1	021515	001
1	021515	002
1	021516	001
1	021518	001
1	021518	002
1	021519	001
1	021519	002
1	021519	003
1	021520	001
1	021520	002
1	021520	003
1	021520	004
1	021520	005
2	021524	001
2	021524	002
2	021524	003
1	021525	001
1	021526	001
1	021526	002
1	021527	001
1	021528	001
3	021529	001
1	021529	002
3	021530	001
1	021532	002
1	021532	003
1	021532	005
1	021535	001
1	021536	001
3	021536	002
3	021536	003
3	021536	004
1	021536	005
1	021537	001
3	021538	001
1	021539	001
1	021540	001
1	021540	002
1	021540	003
1	021540	004
1	021540	005
1	021540	006
1	021540	007
1	021540	008
1	021540	009
1	021540	010
1	021540	011
3	021543	001
1	021544	001
2	021545	001
3	021546	001
1	021548	001
1	021549	001
1	021549	002
3	021549	003
3	021551	002
3	021551	003
1	021554	001
1	021554	002
2	021555	001
2	021555	002
2	021555	003
1	021560	001
1	021560	002
1	021560	003
1	021560	004
1	021563	001
1	021565	001
3	021566	001
3	021567	001
1	021567	002
1	021567	003
1	021567	004
3	021569	001
1	021569	002
3	021571	001
3	021572	001
1	021572	002
1	021572	003
3	021574	001
3	021574	002
3	021575	001
1	021583	001
1	021584	001
2	021585	001
2	021585	002
2	021586	001
2	021586	002
2	021587	001
1	021588	001
1	021588	002
3	021589	001
3	021589	002
3	021590	001
3	021590	002
3	021590	003
3	021590	004
3	021590	005
3	021590	006
1	021591	001
3	021592	001
3	021594	001
3	021595	001
3	021597	001
3	021597	002
3	021597	003
1	021597	004
1	021598	001
1	021602	001
3	021604	001
1	021605	001
1	021606	001
1	021606	002
3	021606	003
3	021609	001
3	021609	002
3	021610	001
3	021610	002
3	021610	003
3	021610	004
3	021610	005
3	021610	006
3	021610	007
3	021611	001
3	021611	002
1	021612	001
3	021612	002
1	021612	003
1	021615	001
1	021615	002
1	021615	003
1	021618	001
1	021618	002
2	021620	001
2	021620	002
3	021621	003
3	021621	004
3	021621	005
3	021621	006
1	021623	001
1	021624	001
1	021625	001
1	021626	001
3	021627	001
1	021629	001
3	021629	002
1	021629	003
1	021630	001
1	021632	001
1	021632	002
3	021633	001
3	021633	002
3	021633	003
1	021636	001
1	021636	002
3	021640	001
1	021640	002
1	021641	001
1	021641	002
1	021642	001
1	021643	001
1	021644	001
3	021647	001
3	021647	002
3	021647	003
1	021648	001
1	021652	001
1	021654	001
1	021656	001
1	021656	002
1	021658	002
1	021658	003
1	021660	001
1	021663	001
3	021664	001
3	021664	002
1	021665	001
3	021667	001
2	021669	001
1	021670	001
3	021671	001
3	021671	002
3	021671	003
1	021673	001
1	021674	001
1	021676	001
1	021677	001
1	021681	001
1	021681	002
1	021682	001
1	021682	002
1	021684	001
1	021684	002
1	021684	003
1	021684	004
1	021687	001
1	021687	002
1	021687	003
1	021687	004
1	021688	001
1	021688	002
1	021688	003
3	021689	001
1	021689	002
1	021690	001
1	021690	002
3	021692	001
3	021692	002
3	021692	003
3	021693	001
1	021695	001
3	021695	002
1	021695	003
1	021695	004
1	021695	005
3	021697	001
1	021697	002
2	021698	001
2	021698	002
3	021700	001
3	021700	002
3	021700	003
3	021700	004
3	021700	005
3	021703	001
1	021703	002
1	021703	003
1	021703	004
3	021703	005
1	021703	006
3	021703	007
3	021703	008
3	021703	009
3	021703	010
1	021703	011
3	021703	012
3	021703	013
1	021703	014
1	021703	015
2	021704	002
3	021706	001
1	021708	001
1	021708	002
1	021708	003
1	021710	001
1	021710	002
1	021710	003
3	021711	001
3	021711	002
3	021712	001
3	021712	002
3	021713	001
4	021714	001
4	021714	002
4	021714	003
4	021714	004
3	021716	001
1	021717	001
3	021719	001
3	021720	001
3	021720	002
3	021721	001
1	021723	001
1	021723	002
1	021723	003
1	021723	004
1	021723	005
1	021723	006
1	021723	007
1	021723	008
1	021724	001
1	021724	002
1	021724	003
1	021724	004
1	021724	005
1	021724	006
1	021724	007
1	021724	008
3	021726	001
3	021726	002
3	021726	003
3	021726	004
3	021727	001
3	021729	002
3	021729	003
3	021729	004
3	021729	005
1	021730	001
1	021731	001
1	021732	001
1	021733	001
1	021733	002
1	021733	004
2	021734	001
1	021735	001
1	021737	001
1	021738	001
1	021742	002
1	021742	003
1	021742	004
1	021742	005
1	021743	001
1	021743	002
1	021743	003
3	021744	001
3	021745	001
3	021745	002
3	021745	003
3	021746	001
1	021747	001
1	021748	001
1	021748	002
1	021749	001
1	021751	001
1	021752	001
1	021752	002
1	021752	003
1	021752	004
1	021753	001
1	021754	002
1	021756	001
1	021758	001
1	021759	001
1	021759	002
3	021759	003
1	021762	001
1	021762	002
3	021763	001
3	021763	002
3	021763	003
1	021763	004
1	021764	001
3	021765	001
1	021765	002
3	021765	003
3	021768	001
1	021770	001
1	021773	001
1	021773	002
1	021774	001
1	021774	002
1	021775	001
1	021777	001
1	021777	002
1	021778	001
3	021779	001
1	021779	002
1	021779	003
1	021780	001
1	021782	001
1	021785	001
3	021788	001
1	021789	001
1	021790	001
3	021793	001
3	021793	002
1	021794	001
3	021795	001
3	021795	002
1	021797	001
1	021797	002
1	021798	001
1	021799	001
1	021802	001
1	021802	002
1	021802	003
1	021802	004
1	021802	005
1	021802	006
1	021802	007
1	021802	008
1	021806	001
1	021807	001
3	021810	001
2	021812	001
2	021812	002
1	021813	001
1	021814	001
1	021817	001
1	021818	001
1	021821	001
1	021822	001
3	021823	001
1	021825	001
1	021825	002
1	021829	001
1	021829	002
1	021829	003
1	021829	004
1	021829	005
1	021829	006
1	021830	001
4	021832	001
1	021835	001
4	021837	001
4	021838	001
1	021839	001
1	021840	001
4	021841	001
1	021842	001
1	021842	002
1	021844	001
1	021845	001
3	021846	001
3	021846	002
3	021846	003
1	021849	001
1	021849	002
3	021850	001
3	021850	002
1	021852	001
1	021853	001
4	021854	001
2	021855	001
2	021855	002
1	021856	001
1	021856	002
1	021858	001
1	021859	001
1	021860	001
1	021860	002
1	021860	003
1	021861	001
1	021862	001
3	021864	001
3	021866	001
3	021870	001
1	021870	002
1	021871	001
1	021872	001
1	021873	001
1	021875	001
3	021875	002
1	021875	003
1	021875	004
1	021875	005
1	021876	001
1	021877	001
1	021878	001
1	021879	001
1	021880	001
1	021880	002
1	021880	003
1	021880	004
1	021880	005
1	021880	006
1	021881	001
1	021882	001
1	021882	002
1	021882	003
1	021883	001
3	021884	001
1	021885	001
2	021887	001
2	021891	001
2	021891	002
1	021892	001
1	021894	001
1	021894	002
1	021896	001
1	021896	002
1	021897	001
1	021902	001
1	021903	001
1	021906	001
1	021906	002
1	021908	001
1	021908	002
3	021909	002
3	021909	003
1	021910	001
1	021910	002
3	021911	001
1	021911	002
1	021911	003
1	021912	001
1	021918	001
1	021919	001
1	021919	002
2	021920	001
1	021923	001
1	021924	002
1	021924	003
1	021924	004
1	021924	005
1	021924	006
1	021924	007
1	021924	008
1	021924	009
1	021924	010
1	021924	011
1	021924	012
1	021924	013
1	021925	001
1	021925	002
1	021926	001
3	021926	002
1	021928	001
1	021928	002
1	021929	001
1	021929	002
1	021936	001
1	021936	002
1	021937	001
1	021938	001
1	021938	002
1	021938	003
1	021938	004
4	021939	001
4	021943	001
4	021944	001
1	021945	001
1	021945	002
1	021945	003
1	021945	004
1	021946	001
1	021947	001
1	021947	002
1	021947	003
1	021947	004
1	021947	005
3	021947	006
1	021948	001
1	021949	001
1	021949	002
1	021951	001
1	021951	002
1	021951	003
1	021951	004
1	021951	005
1	021951	006
2	021952	001
1	021956	001
1	021956	002
1	021956	003
1	021957	001
1	021957	002
1	021957	003
1	021957	004
2	021958	001
1	021959	001
1	021959	002
1	021959	003
3	021961	001
3	021961	002
3	021961	003
3	021961	004
3	021963	001
1	021964	001
1	021964	002
1	021964	003
1	021968	001
1	021968	002
1	021968	003
4	021969	001
4	021969	002
4	021971	001
4	021972	001
4	021972	002
4	021974	001
4	021974	002
3	021976	001
1	021976	002
3	021976	003
1	021976	004
1	021976	005
1	021976	006
1	021977	001
1	021977	002
1	021977	003
1	021977	004
1	021977	005
1	021977	006
1	021977	007
1	021978	001
1	021980	001
1	021983	001
1	021985	001
1	021985	002
1	021986	001
1	021986	002
1	021986	003
1	021986	004
1	021986	005
1	021986	006
4	021988	001
1	021990	002
1	021990	003
1	021990	004
1	021990	005
1	021991	001
1	021992	001
1	021992	002
1	021992	003
2	021993	001
1	021994	001
1	021995	001
1	021995	002
1	021995	003
2	021996	001
2	021996	002
1	021997	001
1	021997	002
2	021998	001
1	021999	001
1	021999	002
1	021999	003
3	021999	004
1	021999	006
1	022000	001
1	022001	001
1	022003	001
1	022004	001
1	022006	001
1	022007	001
1	022008	001
3	022008	002
3	022008	003
3	022008	004
1	022008	005
1	022008	006
2	022009	001
2	022009	002
1	022010	001
3	022011	001
1	022012	001
1	022012	002
1	022012	003
1	022012	004
1	022013	001
1	022014	001
2	022015	001
1	022016	001
3	022018	001
1	022020	001
3	022021	001
3	022021	002
3	022021	003
3	022021	004
3	022023	001
1	022023	002
3	022024	001
3	022024	002
1	022025	001
3	022026	001
3	022026	002
3	022026	003
1	022027	001
3	022028	001
2	022029	001
2	022029	002
1	022030	001
1	022030	002
2	022032	001
3	022033	001
3	022033	002
1	022036	001
1	022036	002
1	022037	001
1	022037	002
1	022037	003
1	022037	004
1	022038	001
1	022041	001
3	022041	002
1	022042	001
1	022043	001
1	022043	002
1	022043	003
1	022043	004
1	022044	001
1	022044	002
1	022045	001
3	022046	001
1	022046	002
1	022047	001
1	022047	002
1	022047	003
1	022047	004
1	022047	005
1	022048	001
2	022051	002
1	022052	001
1	022055	001
1	022056	001
1	022056	002
1	022057	001
1	022058	001
1	022059	001
4	022061	001
1	022063	001
1	022063	002
1	022063	003
1	022063	004
1	022064	001
1	022065	001
1	022065	002
3	022066	001
1	022066	002
3	022067	001
3	022067	002
1	022068	001
1	022068	002
1	022068	003
1	022070	001
3	022071	001
3	022071	002
1	022072	001
1	022074	001
1	022074	002
1	022074	003
1	022075	001
1	022075	002
1	022076	001
1	022080	001
1	022081	001
1	022081	002
1	022083	001
1	022083	002
1	022083	005
4	022085	001
4	022085	002
1	022087	001
1	022088	001
1	022090	001
1	022090	002
4	022096	001
4	022097	001
1	022100	001
1	022100	002
1	022100	003
1	022100	004
1	022101	001
3	022102	001
3	022103	001
1	022104	001
1	022104	002
1	022104	003
1	022104	004
3	022106	001
3	022106	002
1	022107	001
1	022107	002
1	022107	003
1	022107	004
1	022108	001
1	022108	002
1	022108	003
